Date,Open,High,Low,Close,Volume,Symbol,SMA 5,SMA 10,SMA 20,SMA 50,SMA 100,SMA 200,RSI 14,MACD 12-26,Price Change %,P/E Ratio
2021-06-29,231.22999572753906,231.72999572753906,228.77000427246094,229.33999633789062,18844300,IWM,,,,,,,,,,11.965076
2021-06-30,228.64999389648438,230.32000732421875,227.75999450683594,229.3699951171875,26039000,IWM,,,,,,,,,0.013080483027771983,11.965076
2021-07-01,230.80999755859375,231.85000610351562,229.7100067138672,231.38999938964844,18089100,IWM,,,,,,,,,0.8806750296301402,11.965076
2021-07-02,232.0,232.0800018310547,228.55999755859375,229.19000244140625,21029700,IWM,,,,,,,,,-0.9507744302023613,11.965076
2021-07-06,229.36000061035156,229.4600067138672,223.8699951171875,225.86000061035156,27771300,IWM,229.02999877929688,,,,,,,,-1.4529437565262149,11.965076
2021-07-07,225.5399932861328,226.6699981689453,221.8000030517578,223.75999450683594,28521500,IWM,227.91399841308595,,,,,,,,-0.9297822092626751,11.965076
2021-07-08,219.30999755859375,224.0800018310547,217.85000610351562,221.6999969482422,42297900,IWM,226.37999877929687,,,,,,,,-0.920628177138616,11.965076
2021-07-09,224.16000366210938,226.4499969482422,223.33999633789062,226.3800048828125,23976400,IWM,225.37799987792968,,,,,,,,2.1109643658059785,11.965076
2021-07-12,225.55999755859375,226.88999938964844,224.5500030517578,226.57000732421875,16831000,IWM,224.8540008544922,,,,,,,,0.0839307524110211,11.965076
2021-07-13,225.22999572753906,225.74000549316406,222.22000122070312,222.3000030517578,25357500,IWM,224.14200134277343,226.58600006103515,,,,,,,-1.8846290923010933,11.965076
2021-07-14,223.7100067138672,224.36000061035156,218.5500030517578,218.8699951171875,30594100,IWM,223.16400146484375,225.53899993896485,,,,,,,-1.542963512138018,11.965076
2021-07-15,217.8300018310547,219.05999755859375,214.94000244140625,217.6300048828125,45477000,IWM,222.35000305175782,224.36500091552733,,,,,,,-0.5665419025166485,11.965076
2021-07-16,219.8300018310547,219.8800048828125,214.47000122070312,214.9499969482422,36620200,IWM,220.06400146484376,222.72100067138672,,,,,,,-1.231451488508406,11.965076
2021-07-19,210.6300048828125,214.4499969482422,209.0500030517578,211.72999572753906,58571000,IWM,217.09599914550782,220.975,,,,,,,-1.4980233851682567,11.965076
2021-07-20,212.1999969482422,219.27000427246094,211.25999450683594,218.3000030517578,40794600,IWM,216.2959991455078,220.21900024414063,,,,,35.48134773271538,,3.1030120704641506,11.965076
