Date,Open,High,Low,Close,Volume,Symbol,SMA 5,SMA 10,SMA 20,SMA 50,SMA 100,SMA 200,RSI 14,MACD 12-26,Price Change %,P/E Ratio
2021-06-29,427.8800048828125,428.55999755859375,427.1300048828125,427.70001220703125,35970500,SPY,,,,,,,,,,22.35569
2021-06-30,427.2099914550781,428.7799987792969,427.17999267578125,428.05999755859375,64827900,SPY,,,,,,,,,0.08416772066590639,22.35569
2021-07-01,428.8699951171875,430.6000061035156,428.79998779296875,430.42999267578125,53441000,SPY,,,,,,,,,0.553659564244402,22.35569
2021-07-02,431.6700134277344,434.1000061035156,430.5199890136719,433.7200012207031,57697700,SPY,,,,,,,,,0.7643539253548326,22.35569
2021-07-06,433.7799987792969,434.010009765625,430.010009765625,432.92999267578125,68710400,SPY,430.5679992675781,,,,,,,,-0.182147132412247,22.35569
2021-07-07,433.6600036621094,434.760009765625,431.510009765625,434.4599914550781,63549500,SPY,431.9199951171875,,,,,,,,0.3534055863952723,22.35569
2021-07-08,428.7799987792969,431.7300109863281,427.5199890136719,430.9200134277344,97595200,SPY,432.49199829101565,,,,,,,,-0.8147995435639044,22.35569
2021-07-09,432.5299987792969,435.8399963378906,430.7099914550781,435.5199890136719,76238600,SPY,433.50999755859374,,,,,,,,1.067477824793328,22.35569
2021-07-12,435.42999267578125,437.3500061035156,434.9700012207031,437.0799865722656,52889600,SPY,434.18199462890624,,,,,,,,0.3581919539736189,22.35569
2021-07-13,436.239990234375,437.8399963378906,435.30999755859375,435.5899963378906,52911300,SPY,434.7139953613281,432.6409973144531,,,,,,,-0.34089646750015135,22.35569
2021-07-14,437.3999938964844,437.9200134277344,434.9100036621094,436.239990234375,64130400,SPY,435.0699951171875,433.4949951171875,,,,,,,0.1492214931355207,22.35569
2021-07-15,434.80999755859375,435.5299987792969,432.7200012207031,434.75,55126400,SPY,435.83599243164065,434.16399536132815,,,,,,,-0.34155287633637066,22.35569
2021-07-16,436.010009765625,436.05999755859375,430.9200134277344,431.3399963378906,75874700,SPY,434.9999938964844,434.25499572753904,,,,,,,-0.7843596692603483,22.35569
2021-07-19,426.19000244140625,431.4100036621094,421.9700012207031,424.9700012207031,147987000,SPY,432.5779968261719,433.37999572753904,,,,,,,-1.4767921294730924,22.35569
2021-07-20,425.67999267578125,432.4200134277344,424.8299865722656,431.05999755859375,99608200,SPY,431.6719970703125,433.1929962158203,,,,,54.475216810231295,,1.433041466549989,22.35569
2021-07-21,432.3399963378906,434.70001220703125,431.010009765625,434.54998779296875,64724400,SPY,431.33399658203126,433.2019958496094,,,,,58.61830226658672,,0.8096298088761111,22.35569
2021-07-22,434.739990234375,435.7200012207031,433.69000244140625,435.4599914550781,47878500,SPY,431.4759948730469,433.65599365234374,,,,,59.6494689474866,,0.20941288405764702,22.35569
2021-07-23,437.5199890136719,440.29998779296875,436.7900085449219,439.94000244140625,63766600,SPY,433.19599609375,434.0979949951172,,,,,64.35817062788736,,1.0287996771777497,22.35569
2021-07-26,439.30999755859375,441.0299987792969,439.260009765625,441.0199890136719,43719200,SPY,436.40599365234374,434.4919952392578,,,,,65.40620163450743,,0.2454849675574744,22.35569
2021-07-27,439.9100036621094,439.94000244140625,435.989990234375,439.010009765625,67397100,SPY,437.99599609375,434.83399658203126,433.7374969482422,,,,61.76603100585838,,-0.45575694937142197,22.35569
2021-07-28,439.67999267578125,440.29998779296875,437.30999755859375,438.8299865722656,52472400,SPY,438.85199584960935,435.09299621582034,434.2939956665039,,,,61.43623229243389,,-0.04100662612578354,22.35569
2021-07-29,439.82000732421875,441.79998779296875,439.80999755859375,440.6499938964844,47435300,SPY,439.88999633789064,435.68299560546876,434.9234954833984,,,,63.55492267806705,,0.41474087457764597,22.35569
2021-07-30,437.9100036621094,440.05999755859375,437.7699890136719,438.510009765625,68951200,SPY,439.6039978027344,436.3999969482422,435.32749633789064,,,,59.42110906095143,,-0.48564260989462094,22.35569
2021-08-02,440.3399963378906,440.92999267578125,437.2099914550781,437.5899963378906,58783300,SPY,438.9179992675781,437.66199645996096,435.52099609375,,,,57.68400669444675,,-0.20980443028566498,22.35569
2021-08-03,438.44000244140625,441.2799987792969,436.1000061035156,441.1499938964844,58053900,SPY,439.34599609375,438.67099609375,435.93199615478517,,,,62.279218726109306,,0.8135463763766726,22.35569
2021-08-04,439.7799987792969,441.1199951171875,438.7300109863281,438.9800109863281,46732200,SPY,439.3760009765625,439.11399841308594,436.15799713134766,,,,58.13511294161508,,-0.4918923133127029,22.35569
2021-08-05,440.2200012207031,441.8500061035156,439.8800048828125,441.760009765625,38969700,SPY,439.59800415039064,439.74400024414064,436.6999969482422,,,,61.655301888934154,,0.6332859605726826,22.35569
2021-08-06,442.1000061035156,442.94000244140625,441.79998779296875,442.489990234375,46930000,SPY,440.3940002441406,439.9989990234375,437.04849700927736,,,,62.54586988589254,,0.16524367362660275,22.35569
2021-08-09,442.4599914550781,442.79998779296875,441.30999755859375,442.1300048828125,41222600,SPY,441.302001953125,440.11000061035156,437.3009979248047,,,,61.783800261422364,,-0.08135446213638486,22.35569
2021-08-10,442.6099853515625,443.44000244140625,441.8800048828125,442.67999267578125,43339300,SPY,441.6080017089844,440.4769989013672,437.6554977416992,,,,62.53486304691896,,0.1243950392180615,22.35569
2021-08-11,443.82000732421875,443.8800048828125,442.6199951171875,443.7799987792969,44034300,SPY,442.5679992675781,440.9720001220703,438.0324981689453,,,,64.05638165305002,,0.2484878742467389,22.35569
