Date,Open,High,Low,Close,Volume,Symbol,SMA 5,SMA 10,SMA 20,SMA 50,SMA 100,SMA 200,RSI 14,MACD 12-26,Price Change %,P/E Ratio
2021-06-29,353.5299987792969,355.0199890136719,352.6700134277344,354.989990234375,29426000,QQQ,,,,,,,,,,30.19475
2021-06-30,354.8299865722656,355.2300109863281,353.8299865722656,354.42999267578125,32724000,QQQ,,,,,,,,,-0.15775023916140274,30.19475
2021-07-01,354.07000732421875,355.0899963378906,352.67999267578125,354.57000732421875,29290000,QQQ,,,,,,,,,0.03950417609426271,30.19475
2021-07-02,356.5199890136719,358.9700012207031,356.2799987792969,358.6400146484375,32727200,QQQ,,,,,,,,,1.1478712920286904,30.19475
2021-07-06,359.260009765625,360.4800109863281,356.489990234375,360.19000244140625,38842400,QQQ,356.5640014648437,,,,,,,,0.4321848454328592,30.19475
2021-07-07,362.45001220703125,362.760009765625,358.94000244140625,360.95001220703125,35265200,QQQ,357.756005859375,,,,,,,,0.21100245994436495,30.19475
2021-07-08,355.739990234375,359.6499938964844,354.4200134277344,358.7699890136719,50890000,QQQ,358.62400512695314,,,,,,,,-0.6039681727753932,30.19475
2021-07-09,358.1700134277344,361.5,357.57000732421875,361.010009765625,35184500,QQQ,359.91200561523436,,,,,,,,0.6243612399441156,30.19475
2021-07-12,362.45001220703125,362.8900146484375,360.8299865722656,362.4200134277344,25717700,QQQ,360.6680053710937,,,,,,,,0.39057190215439075,30.19475
2021-07-13,362.0299987792969,365.4700012207031,361.5400085449219,362.4200134277344,39723000,QQQ,361.1140075683594,358.83900451660156,,,,,,,0.0,30.19475
2021-07-14,364.8299865722656,365.489990234375,362.2200012207031,363.07000732421875,35336400,QQQ,361.5380065917969,359.6470062255859,,,,,,,0.17934823475580508,30.19475
2021-07-15,362.9800109863281,363.19000244140625,358.4599914550781,360.5199890136719,53391600,QQQ,361.88800659179685,360.256005859375,,,,,,,-0.7023489297119823,30.19475
2021-07-16,361.3999938964844,362.4100036621094,357.239990234375,357.6000061035156,47262000,QQQ,361.206005859375,360.5590057373047,,,,,,,-0.8099364804001197,30.19475
2021-07-19,354.04998779296875,355.17999267578125,352.0400085449219,354.6700134277344,64404600,QQQ,359.656005859375,360.16200561523436,,,,,,,-0.819349168280803,30.19475
2021-07-20,355.6300048828125,360.2799987792969,353.79998779296875,358.7900085449219,42183700,QQQ,358.9300048828125,360.0220062255859,,,,,57.285297879336426,,1.1616417969394943,30.19475
2021-07-21,358.3500061035156,361.55999755859375,358.1199951171875,361.55999755859375,30259900,QQQ,358.6280029296875,360.0830047607422,,,,,61.66957488763912,,0.7720362740605946,30.19475
2021-07-22,361.7699890136719,363.9599914550781,361.7699890136719,363.95001220703125,30252200,QQQ,359.3140075683594,360.60100708007815,,,,,65.00698211602322,,0.6610285055249188,30.19475
2021-07-23,365.30999755859375,368.489990234375,363.9200134277344,368.20001220703125,31960800,QQQ,361.4340087890625,361.32000732421875,,,,,70.00785824285892,,1.1677427826496167,30.19475
2021-07-26,367.489990234375,368.8900146484375,366.6000061035156,368.489990234375,28438100,QQQ,364.1980041503906,361.9270050048828,,,,,70.3195291954944,,0.07875557244161335,30.19475
