Date,Open,High,Low,Close,Volume,actual_returns,sma_fast,sma_slow,ssma,ema,dema,tema,trima,signal
2022-11-18,184.58999633789065,185.30999755859372,182.57000732421875,183.72000122070312,27269100,0.006464380289094462,184.51499938964844,180.26070022583008,181.41436237660628,179.01908857158978,184.85758109222334,184.4805477344541,176.5171608630522,1.0
2022-11-21,182.77999877929688,183.19000244140625,181.42999267578125,182.75999450683597,19038900,-0.005225379422428289,183.31749725341797,180.39470016479493,181.563878076996,179.16841715529165,184.3729959521634,183.7487689768423,177.0731485625844,-1.0
2022-11-22,183.7400054931641,184.94000244140625,182.3300018310547,184.7100067138672,16869700,0.01066979790786915,183.43249893188477,180.5277001953125,181.91345004379744,179.38946979977462,184.70034579934057,184.20289640200554,177.61623505015433,1.0
2022-11-23,184.2899932861328,185.77999877929688,183.5500030517578,185.19000244140625,19758800,0.002598644957458207,184.09500122070312,180.651300201416,182.27751338226227,179.62069575818592,185.08303460002742,184.7064686504477,178.1434881893205,1.0
2022-11-25,185.08999633789065,186.3699951171875,184.66000366210935,185.5800018310547,13393400,0.002105941921847654,184.56000137329102,180.791600189209,182.64445830010482,179.85809723779056,185.47263392639013,185.19285474766735,178.6510499553916,1.0
2022-11-28,184.1300048828125,184.9199981689453,181.2899932861328,181.83999633789065,17465600,-0.020153063133218407,184.3300018310547,180.85390014648436,182.55507325722826,179.9370013207936,184.37987023381694,183.64807211162335,179.12280923348888,-1.0
2022-11-29,181.9600067138672,183.6100006103516,181.9600067138672,182.3699951171875,14020600,0.002914643587607735,183.74499893188477,180.92170013427733,182.53450894165178,180.0338067874163,183.76970607530845,182.9043253859222,179.58222278547876,1.0
2022-11-30,182.6699981689453,187.42999267578125,180.8000030517578,187.3699951171875,28030100,0.027416790776284783,184.28999710083008,181.07480010986328,183.0717869900495,180.32553645823367,185.12321257561533,184.88026453244737,180.04916716210636,1.0
2022-12-01,188.1499938964844,189.2400054931641,186.1300048828125,186.9600067138672,21996400,-0.002188121972591661,184.6349983215332,181.22970016479493,183.5038126951368,180.5892166584448,185.93173221225692,185.94302867805328,180.50784000349634,-1.0
2022-12-02,184.3699951171875,188.8600006103516,184.3300018310547,188.0500030517578,22574800,0.00583010429368902,186.1875,181.39700012207032,184.00894629907253,180.8855813788546,186.88271444141284,187.1252093361253,180.95518564294886,1.0
2022-12-05,186.8600006103516,187.05999755859372,182.17999267578125,182.8699951171875,25449300,-0.027545907208225917,186.3125,181.53010009765626,183.88239586887937,180.9643682512194,185.6732317559961,185.30658034399104,181.3875621277609,-1.0
2022-12-06,182.8800048828125,182.97999572753903,179.0800018310547,180.07000732421875,18502100,-0.015311357071861043,184.4875030517578,181.59990020751954,183.4587962524414,180.92887686733712,183.7790377662997,182.74391054826765,181.81259291849017,-1.0
2022-12-07,179.75,181.5,179.11000061035156,179.5399932861328,17177800,-0.0029433776671738965,182.63249969482422,181.6693000793457,183.0233728881184,180.87378685965487,182.22758734150707,180.86196675600198,182.1787039203408,-1.0
2022-12-08,180.7700042724609,182.6300048828125,179.50999450683594,180.83999633789065,20971400,0.007240743568960761,180.82999801635742,181.69080001831054,182.78077509125433,180.8724471619454,181.5951564060689,180.3516279240305,182.4868211157528,1.0
2022-12-09,179.77000427246094,180.80999755859372,178.55999755859375,178.6199951171875,22046500,-0.012276052121540593,179.76749801635742,181.6620999145508,182.3184655236222,180.78318238360808,180.3609937652043,179.01797124996946,182.73385808497298,-1.0
2022-12-12,178.85000610351562,181.08999633789065,178.0,180.72000122070312,22765400,0.01175683664159699,179.92999649047852,181.64509994506835,182.14085814608666,180.78067954828484,180.25749192640433,179.27557577307874,182.90265429461442,1.0
2022-12-13,185.72999572753903,186.63999938964844,180.13999938964844,181.3800048828125,38445300,0.003652078672262471,180.38999938964844,181.66380004882814,182.0563187961276,180.80441155736133,180.44735243970538,179.84835000566844,183.0269443370678,1.0
2022-12-14,181.30999755859372,182.91000366210935,178.8300018310547,180.19000244140625,32406900,-0.006560824839403345,180.22750091552734,181.66130004882814,181.84895009753703,180.78009155741378,180.1777683870342,179.70101325067955,183.1158949298623,-1.0
2022-12-15,178.02999877929688,178.60000610351562,175.0399932861328,175.67999267578125,33546700,-0.025029189769235738,179.49250030517578,181.6247999572754,181.16350975309192,180.5782897123715,178.3821204398698,177.46029077796686,183.1629010424202,-1.0
2022-12-16,173.8000030517578,175.11000061035156,172.6699981689453,174.3699951171875,38502400,-0.007456725940394149,177.90499877929688,181.53439987182617,180.40867417595422,180.3327251035674,176.65322152202813,175.45911251153677,183.1725615042227,-1.0
2022-12-19,174.61000061035156,175.0500030517578,171.47000122070312,172.00999450683594,25614000,-0.013534442142786651,175.56249618530273,181.39519989013672,179.4754868673705,180.00363693231373,174.60579693868922,173.13134924392497,183.12567868644808,-1.0
2022-12-20,171.6699981689453,174.02000427246094,171.17999267578125,172.9199981689453,18050800,0.005290411552645091,173.7449951171875,181.25189987182617,178.747098763335,179.7236346120523,173.51921442643967,172.2198130191297,183.03466005678533,1.0
2022-12-21,174.4499969482422,176.8000030517578,174.1999969482422,175.89999389648438,22997200,0.01723337820433901,173.79999542236328,181.13909988403321,178.43075359634628,179.57254080234398,173.87263143021647,173.23858279762305,182.90682041497877,1.0
2022-12-22,174.3300018310547,174.49000549316406,170.6699981689453,173.60000610351562,21297600,-0.013075542198837553,173.6074981689453,181.00509994506837,177.89400360075575,179.33660274218448,173.35191720581466,172.8942960792802,182.7589190918722,-1.0
2022-12-23,173.47999572753906,174.4499969482422,172.33999633789062,174.38999938964844,11647700,0.004550652409895273,174.20249938964844,180.85149993896485,177.5046696227512,179.14124920265712,173.3129812411139,173.1622879695936,182.5713264559522,1.0
2022-12-27,174.36000061035156,174.57000732421875,172.5800018310547,173.22000122070312,13553800,-0.006709089816160474,174.2775001525879,180.6901998901367,177.0285951637206,178.90746925256332,172.90994360882627,172.85140051398557,182.30589435718676,-1.0
2022-12-28,173.17999267578125,174.10000610351562,170.33999633789062,170.52999877929688,19648000,-0.015529398582435405,172.93500137329102,180.4874998474121,176.30652863974908,178.5768017790935,171.6960009497306,171.41596603977112,181.96419675850575,-1.0
2022-12-29,171.72000122070312,175.25,171.39999389648438,174.85000610351562,22311300,0.02533282915113233,173.24750137329102,180.3077998352051,176.14469275078326,178.42973883041842,172.4276401978117,172.68808545098508,181.55533868295174,1.0
2022-12-30,173.33999633789062,174.72000122070312,172.61000061035156,174.36000061035156,21275600,-0.002802433377519953,173.2400016784668,180.14949981689452,175.94639356786064,178.26918241931685,172.8163819752726,173.33346190482717,181.10999915040568,-1.0
2023-01-03,175.92999267578125,177.32000732421875,171.89999389648438,173.39999389648438,22503800,-0.005505888452091434,173.2849998474121,179.9272998046875,175.66346019975433,178.07713191203288,172.78131904125843,173.31871795594725,180.62728302567092,-1.0
2023-01-04,174.6199951171875,176.6699981689453,174.27999877929688,175.55999755859375,22973500,0.012456768962741949,174.54249954223633,179.71939971923828,175.65196434816187,177.97787357551448,173.56122707605797,174.39090030431632,180.15030769065572,1.0
2023-01-05,174.58999633789062,174.75999450683594,172.38999938964844,173.67999267578125,17032600,-0.010708617617661065,174.24999618530273,179.45259963989258,175.43285634094482,177.80843176880452,173.46351727981846,174.1705509416176,179.66993727507415,-1.0
2023-01-06,175.3000030517578,178.0399932861328,173.8699951171875,177.5800018310547,21986900,0.02245514348076827,175.05499649047852,179.21769958496094,175.671428104285,177.79942791279225,174.8136453219623,175.93254355322026,179.20546194947798,1.0
2023-01-09,179.00999450683594,180.1199951171875,177.64999389648438,177.8800048828125,18366500,0.0016893966024575935,176.17499923706055,178.9865995788574,175.91682556272116,177.8026033194329,175.8963826279308,177.18822566391347,178.75330145565079,1.0
2023-01-10,177.66000366210938,180.6199951171875,177.3000030517578,180.50999450683597,18751100,0.014785189744941363,177.41249847412112,178.81559951782228,176.42717773897905,177.90927662572196,177.6154756585944,179.22785385702892,178.30731375423477,1.0
2023-01-11,181.25999450683597,182.7899932861328,180.67999267578125,182.75999450683597,18222700,0.012464683776358898,179.68249893188477,178.65399948120117,177.13082413396955,178.10036329342816,179.64147595214874,181.5550822218337,177.87651118525753,1.0
2023-01-12,183.57000732421875,185.9499969482422,181.9199981689453,185.8300018310547,29650800,0.01679802701079569,181.74499893188477,178.56579956054688,178.09739954042635,178.40480654157787,182.16805951892982,184.4313329971028,177.50185064621914,1.0
2023-01-13,184.5,187.33999633789065,184.3300018310547,187.0500030517578,22120000,0.006565146686121626,184.0374984741211,178.52989959716797,179.0921333615889,178.74525224910101,184.37075113360774,186.7172202997762,177.19222099398388,1.0
2023-01-17,187.0,187.83999633789065,186.2400054931641,186.82000732421875,22422600,-0.0012295948879263996,185.6150016784668,178.48859970092772,179.95078609905298,179.0631819516817,185.80484538181352,187.88505310322927,176.9674988263919,-1.0
2023-01-18,187.4499969482422,188.9600067138672,183.6999969482422,183.8000030517578,23507800,-0.01616531503084595,185.87500381469727,178.40249969482423,180.3784769047598,179.24965680992852,185.67607064027547,186.96502329970443,176.81422730434087,-1.0
2023-01-19,182.72999572753903,183.1000061035156,180.77999877929688,182.0399932861328,24624500,-0.009575678652896324,184.9275016784668,178.2688996887207,180.56308984875582,179.35948760588474,184.88500858652537,185.34716765399,176.7097829653893,-1.0
2023-01-20,182.7100067138672,185.1499938964844,181.2700042724609,185.0399932861328,36070300,0.01647989513647463,184.42499923706055,178.22949966430664,181.06052359451502,179.58304621161614,185.34492826010964,185.65366851928601,176.6660792974778,1.0
2023-01-23,185.42999267578125,188.1199951171875,184.5800018310547,187.3300018310547,20329900,0.012375749178615392,184.55249786376953,178.23039962768556,181.75713232542427,179.8878882007478,186.4514825284164,186.87417859628516,176.6869435251495,1.0
2023-01-24,186.58999633789065,187.8300018310547,185.8800048828125,186.92999267578125,19263500,-0.0021353181624061968,185.3349952697754,178.25349960327148,182.33189461441557,180.16495717374255,187.05081473633976,187.36480717852305,176.79379536193093,-1.0
2023-01-25,185.41000366210935,187.50999450683597,183.8699951171875,187.4499969482422,18174600,0.0027818129397931823,186.68749618530273,178.2929995727539,182.9005726759926,180.45154739233465,187.61675600507434,187.83459814745447,177.0035793163158,1.0
2023-01-26,188.97999572753903,189.8500061035156,186.2899932861328,188.55999755859372,18369100,0.005921582440238771,187.56749725341797,178.36359954833983,183.52939768701484,180.7704907019223,188.37188827451774,188.58378384523704,177.29641879046406,1.0
2023-01-27,187.97999572753903,190.3000030517578,187.7899932861328,189.5800018310547,20019900,0.005409441481054378,188.12999725341797,178.4584996032715,184.20168705922373,181.1169687921698,189.22989883641048,189.46943589191466,177.6624989921664,1.0
2023-01-30,187.83999633789065,189.6100006103516,186.8300018310547,186.94000244140625,18395100,-0.013925516215582134,188.13249969482422,178.5447996520996,184.50594433311136,181.345962539603,188.84262993553418,188.65373408111205,178.0909558048955,-1.0
2023-01-31,187.4199981689453,191.5800018310547,187.3800048828125,191.47999572753903,21567900,0.02428583089141556,189.13999938964844,178.63769958496093,185.28083895332125,181.74444476588147,190.15307032221605,190.26733871974292,178.58083235187297,1.0
2023-02-01,191.19000244140625,196.19000244140625,190.1300048828125,194.4900054931641,27007300,0.01571970875698203,190.62250137329102,178.7454995727539,186.30407970441894,182.24556248915408,192.1284327015304,192.6921619778787,179.1570361102069,1.0
2023-02-02,196.00999450683597,199.25999450683597,194.3500061035156,198.32000732421875,31020400,0.019692538037330065,192.80750274658203,178.85469970703124,187.63918280164106,182.87749803352025,194.86592819513658,196.00772744203164,179.80046208699545,1.0
2023-02-03,196.1100006103516,199.1300048828125,195.6999969482422,196.9900054931641,24981500,-0.006706342184025549,195.32000350952148,178.92789978027344,188.67816312031363,183.43224980882727,196.27728781702814,197.3332707497714,180.51163496794527,-1.0
