Date,Open,High,Low,Close,Volume,actual_returns,sma_fast,sma_slow,ssma,ema,dema,tema,trima,signal
2022-11-18,287.8900146484375,287.989990234375,282.32000732421875,284.82000732421875,53588600,3.514541522720016e-05,286.11500549316406,291.99089904785154,279.03556101910664,280.54487398927483,286.43962205754303,287.81827175876305,273.14975267575113,1.0
2022-11-21,283.3999938964844,284.5799865722656,281.0400085449219,281.8900146484375,40083500,-0.01028717295286763,284.24000549316406,292.00699920654296,279.3527246955911,280.5985689906968,285.50457932948893,285.8845861540917,273.38626494231045,-1.0
2022-11-22,282.6400146484375,286.1099853515625,280.4599914550781,285.95001220703125,41873400,0.014402771817431104,284.3675079345703,292.04519927978515,280.08576108320125,280.8120367443561,286.22316851758114,286.47254271513646,273.6651846803265,1.0
2022-11-23,285.9700012207031,289.4599914550781,285.7900085449219,288.82000732421875,46390000,0.01003670220202535,285.37001037597656,292.06379943847656,281.05623811503494,281.1312575446958,287.7053375877802,288.12777089313033,273.9703698805821,1.0
2022-11-25,287.19000244140625,287.9100036621094,286.4200134277344,286.9200134277344,15498800,-0.006578470494779554,285.89501190185547,292.04499969482424,281.7077718247599,281.36186479911424,288.0145147793232,288.13356115326025,274.31567853762783,-1.0
2022-11-28,284.8999938964844,286.9599914550781,281.760009765625,282.7099914550781,38714200,-0.014673155498497903,286.1000061035156,291.9222994995117,281.81913003538455,281.41553690459904,286.65300021758435,285.95963556417854,274.69879593083886,-1.0
2022-11-29,282.94000244140625,283.3500061035156,279.1700134277344,280.57000732421875,35618900,-0.00756953838046226,284.7550048828125,291.7744995117188,281.6803380979874,281.3818944490805,284.85351626044627,283.4421227504379,275.13842575638387,-1.0
2022-11-30,280.8399963378906,293.4700012207031,279.9700012207031,293.3599853515625,74718100,0.04558569231729748,285.88999938964844,291.81769927978513,282.97808104555753,281.85821326191973,288.1348982604727,288.0508008707406,275.6977778305242,1.0
2022-12-01,293.69000244140625,295.75,290.8800048828125,293.7200012207031,51547300,0.001227215322870956,287.5899963378906,291.89249938964844,284.17163129922017,282.32964783066745,290.57359193698375,291.135595881964,276.3408027931496,1.0
2022-12-02,288.5400085449219,293.45001220703125,288.3599853515625,292.54998779296875,53583200,-0.003983431236796231,290.0499954223633,291.9614993286133,285.1025622719152,282.7356302614384,291.8390074272771,292.4308066564003,277.04564873966166,-1.0
2022-12-05,290.3800048828125,291.67999267578125,286.1499938964844,287.6400146484375,41482100,-0.016783364721949412,291.81749725341797,291.9711993408203,285.384502090716,282.9303482777786,290.9097222236139,290.7292200918604,277.80413667655284,-1.0
2022-12-06,287.4800109863281,287.6199951171875,280.260009765625,281.67999267578125,53937600,-0.02072042020975684,288.89749908447266,291.8692993164062,284.97288906941077,282.88072977442033,288.03858348007657,286.6224636137931,278.61132821919006,-1.0
2022-12-07,280.4700012207031,282.57000732421875,278.7799987792969,280.5299987792969,45614300,-0.0040826254131866024,285.5999984741211,291.78059936523437,284.47923367155806,282.7874881303166,285.53271324931507,283.3992744622745,279.3703099003544,-1.0
2022-12-08,281.9100036621094,284.8399963378906,279.7900085449219,283.8500061035156,42594900,0.011834767542385771,283.4250030517578,291.63609954833987,284.40931938136504,282.8296139342592,284.92405035956784,283.0024904787273,280.06574230429567,1.0
2022-12-09,282.8099975585937,285.6400146484375,281.5899963378906,282.0400085449219,47860500,-0.006376598624886709,282.0250015258789,291.4261996459961,284.1460622336165,282.79832183629105,283.83994521879066,281.9427099793447,280.70453888692975,-1.0
2022-12-12,282.2200012207031,285.6400146484375,281.1600036621094,285.5799865722656,35732500,0.012551332860919029,283.0,291.2081994628906,284.30538736893965,282.9085136788989,284.34851255159333,283.0770191641754,281.26898344063466,1.0
2022-12-13,296.6499938964844,296.8800048828125,285.9100036621094,288.6499938964844,80667700,0.01075007867696609,285.0299987792969,291.0747994995117,284.7881219899176,283.1358640890793,285.8284572421374,285.37556986307726,281.81240948335625,1.0
2022-12-14,288.04998779296875,291.4100036621094,283.19000244140625,286.510009765625,64984400,-0.007413768148655575,285.6949996948242,290.93719970703125,284.97944305200025,283.2694220401996,286.1180890231445,285.8341632683933,282.34145289291575,-1.0
2022-12-15,282.3299865722656,283.010009765625,275.6700134277344,276.8900146484375,60554100,-0.033576471289980314,284.4075012207031,290.76239990234376,284.08061684649795,283.0170002319538,282.8559319504889,281.43560788627343,282.8441382514106,-1.0
2022-12-16,276.20001220703125,277.7699890136719,272.6099853515625,274.25,68300400,-0.009534524572110237,281.5750045776367,290.4367999267578,282.98832519208275,282.67022786969915,279.5791094584709,277.377028315402,283.3110210277416,-1.0
2022-12-19,273.8699951171875,273.9599914550781,268.489990234375,269.75,44167900,-0.016408386508659945,276.8500061035156,290.03619995117185,281.5173991009758,282.15935056658304,275.64877868524013,272.7073580337351,283.68753334327977,-1.0
